日期,租借量,平均气温_C,降雨量_mm,节假日,周末,大型活动,车辆供给指数,系统异常标记
2023-6-20,2196,30.3,0,0,0,0,1,0
2023-6-21,2367,31,0,0,0,0,1,0
2023-6-22,2666,28.2,0,0,0,0,1,0
2023-6-23,2367,30.4,0,0,0,0,1,0
2023-6-24,2411,26.4,0,0,1,0,1,0
2023-6-25,1365,30.2,10,0,1,0,1,0
2023-6-26,1838,19.5,,0,0,0,1,0
2023-6-27,2415,32.6,0,0,0,0,1,0
2023-6-28,2191,28.9,2.7,0,0,0,1,0
2023-6-29,2343,27.1,0,0,0,0,1,0
2023-6-30,2275,30.1,0,0,0,0,1,0
2023-7-1,2474,25,0,0,1,0,1.08,0
2023-7-2,2174,29.4,0,0,1,0,1.08,0
2023-7-3,2264,31.5,2.5,0,0,0,1.08,0
2023-7-4,2618,28.6,0,0,0,0,1.08,0
2023-7-5,2741,26.5,0,0,0,0,1.08,0
2023-7-6,3208,21.3,0,0,0,0,1.08,0
2023-7-7,3158,22.2,0,0,0,0,1.08,0
2023-7-8,2668,27.4,0,0,1,0,1.08,0
2023-7-9,2317,31.9,0,0,1,0,1.08,0
2023-7-10,2936,26.7,0,0,0,0,1.08,0
2023-7-11,2848,22.9,2.4,0,0,0,1.08,0
2023-7-12,2518,32.5,0,0,0,0,1.08,0
2023-7-13,2827,27.7,0,0,0,0,1.08,0
2023-7-14,2910,23.8,0,0,0,0,1.08,0
2023-7-15,2155,30.3,2.8,0,1,0,1.08,0
2023-7-16,2536,28.5,0,0,1,0,1.08,0
2023-7-17,2310,29.4,4.3,0,0,0,1.08,0
2023-7-18,2862,24.1,0,0,0,0,1.08,0
2023-7-19,2413,31,0,0,0,0,1.08,0
2023-7-20,2558,26.5,0,0,0,0,1.08,0
2023-7-21,1882,28.7,13.7,0,0,0,1.08,0
2023-7-22,2139,32.2,0,0,1,0,1.08,0
2023-7-23,1975,22.8,8.6,0,1,0,1.08,0
2023-7-24,2592,26.9,0,0,0,0,1.08,0
2023-7-25,2773,25.1,0,0,0,0,1.08,0
2023-7-26,2655,25.1,0,0,0,0,1.08,0
2023-7-27,2683,25.9,0,0,0,0,1.08,0
2023-7-28,2550,30.7,0,0,0,0,1.08,0
2023-7-29,2171,29.6,0,0,1,0,1.08,0
2023-7-30,2427,23.7,0,0,1,0,1.08,0
2023-7-31,2890,26.5,0,0,0,0,1.08,0
2023-8-1,2237,,9.5,0,0,0,1.08,0
2023-8-2,2683,24.2,0,0,0,0,1.08,0
2023-8-3,1994,28.2,9.7,0,0,0,1.08,0
2023-8-4,2718,23.5,0,0,0,0,1.08,0
2023-8-5,2705,22.5,0,0,1,0,1.08,0
2023-8-6,2618,25.4,0,0,1,0,1.08,0
2023-8-7,2656,22.1,0,0,0,0,1.08,0
2023-8-8,2925,20.7,0,0,0,0,1.08,0
2023-8-9,2915,21,0,0,0,0,1.08,0
2023-8-10,2639,19.4,0,0,0,0,1.08,0
2023-8-11,2563,25,4.8,0,0,0,1.08,0
2023-8-12,1761,23.1,15.3,0,1,0,1.08,0
2023-8-13,2469,23.2,0,0,1,0,1.08,0
2023-8-14,2713,26.6,0,0,0,0,1.08,0
2023-8-15,2838,23.4,0,0,0,0,1.08,0
2023-8-16,2512,22.4,7.4,0,0,0,1.08,0
2023-8-17,2876,18.8,0,0,0,0,1.08,0
2023-8-18,2903,23.2,0,0,0,0,1.08,0
2023-8-19,2464,19.6,2.3,0,1,0,1.08,0
2023-8-20,2283,25.2,0,0,1,0,1.08,0
2023-8-21,2447,22.7,0,0,0,0,1.08,0
2023-8-22,2624,20.9,0,0,0,0,1.08,0
2023-8-23,2552,23.3,0,0,0,0,1.08,0
2023-8-24,1953,20.2,12,0,0,0,1.08,0
2023-8-25,2211,23.2,13.5,0,0,0,1.08,0
2023-8-26,2559,18.2,0,0,1,0,1.08,0
2023-8-27,2074,20.4,3.9,0,1,0,1.08,0
2023-8-28,2388,20,0,0,0,0,1.08,0
2023-8-29,2576,24.8,0.2,0,0,0,1.08,0
2023-8-30,2748,18.6,3.9,0,0,0,1.08,0
2023-8-31,3053,17.9,0,0,0,0,1.08,0
2023-9-1,3039,20.8,0,0,0,0,1.08,0
2023-9-2,2746,20,0,0,1,0,1.08,0
2023-9-3,2330,17.5,0,0,1,0,1.08,0
2023-9-4,2659,22.4,0,0,0,0,1.08,0
2023-9-5,2771,17.2,0,0,0,0,1.08,0
2023-9-6,2690,19.5,2.9,0,0,0,1.08,0
2023-9-7,2872,21.5,0,0,0,0,1.08,0
2023-9-8,2818,23.1,0,0,0,0,1.08,0
2023-9-9,2591,25.5,0,0,1,0,1.08,0
2023-9-10,2068,12.8,0,0,1,0,1.08,0
2023-9-11,2746,20.1,0,0,0,0,1.08,0
2023-9-12,1318,18.9,0,0,0,0,1.08,1
2023-9-13,2728,16.5,0,0,0,0,1.08,0
2023-9-14,2497,13.6,0,0,0,0,1.08,0
2023-9-15,2430,17.4,6,0,0,0,1.08,0
2023-9-16,2659,15.5,0,0,1,1,1.08,0
2023-9-17,2407,21.6,0,0,1,0,1.08,0
2023-9-18,2451,19.1,0,0,0,0,1.08,0
2023-9-19,2231,17.3,4.1,0,0,0,1.08,0
2023-9-20,2425,14.9,0,0,0,0,1.08,0
2023-9-21,2663,15.3,0,0,0,0,1.08,0
2023-9-22,2338,11.6,0,0,0,0,1.08,0
2023-9-23,1520,13.3,11.2,0,1,0,1.08,0
2023-9-24,361,16.1,32,0,1,0,1.08,0
2023-9-25,2457,15.4,0,0,0,0,1.08,0
2023-9-26,2664,17.4,0,0,0,0,1.08,0
2023-9-27,2331,13.9,0,0,0,0,1.08,0
2023-9-28,2074,15.3,2.5,0,0,0,1.08,0
2023-9-29,2297,13.9,,0,0,0,1.08,0
2023-9-30,2221,19,0,0,1,0,1.08,0
2023-10-1,1428,15.2,0,1,1,0,1.08,0
2023-10-2,1625,14.8,0,1,0,0,1.08,0
2023-10-3,1956,17.5,0,1,0,0,1.08,0
2023-10-4,1656,12,0,1,0,0,1.08,0
2023-10-5,1722,13,2.5,1,0,0,1.08,0
2023-10-6,1543,10.4,0,1,0,0,1.08,0
2023-10-7,805,12.1,11.6,1,1,0,1.08,0
2023-10-8,1721,14.3,2.4,0,1,0,1.08,0
2023-10-9,1856,11.2,0,0,0,0,1.08,0
2023-10-10,1909,12.9,0,0,0,0,1.08,0
2023-10-11,2166,12.8,0,0,0,0,1.08,0
2023-10-12,2470,14.4,0,0,0,0,1.08,0
2023-10-13,1987,10,0,0,0,0,1.08,0
2023-10-14,1935,13.7,0,0,1,0,1.08,0
2023-10-15,1940,16.4,0,0,1,0,1.08,0
2023-10-16,1924,11.6,0,0,0,0,1.08,0
2023-10-17,2230,12.2,0,0,0,0,1.08,0
2023-10-18,998,6,3.7,0,0,0,1.08,0
2023-10-19,1891,9.3,0,0,0,0,1.08,0
2023-10-20,1476,10.4,8.2,0,0,0,1.08,0
2023-10-21,1451,9.2,0,0,1,0,1.08,0
2023-10-22,1555,12.2,0,0,1,0,1.08,0
2023-10-23,1736,10.8,0,0,0,0,1.08,0
2023-10-24,1652,10.9,5.5,0,0,0,1.08,0
2023-10-25,1401,10,6,0,0,0,1.08,0
2023-10-26,1253,5.6,0,0,0,0,1.08,0
2023-10-27,1842,,0,0,0,0,1.08,0
2023-10-28,1939,13.3,2.1,0,1,0,1.08,0
2023-10-29,1749,10.6,1,0,1,0,1.08,0
2023-10-30,1892,8,0,0,0,0,1.08,0
2023-10-31,1577,8,0,0,0,0,1.08,0
2023-11-1,1647,7.5,0,0,0,0,1.08,0
2023-11-2,1895,10.2,0,0,0,0,1.08,0
2023-11-3,2066,10,0,0,0,0,1.08,0
2023-11-4,1653,6.6,0,0,1,1,1.08,0
2023-11-5,1099,6.6,0,0,1,0,1.08,0
2023-11-6,396,4.5,13.7,0,0,0,1.08,0
2023-11-7,1686,8.2,0,0,0,0,1.08,0
2023-11-8,1093,5.1,0,0,0,0,1.08,0
2023-11-9,1354,6.2,0,0,0,0,1.08,0
2023-11-10,954,2.5,0,0,0,0,1.08,0
2023-11-11,909,4,0,0,1,0,1.08,0
2023-11-12,996,7.8,0.7,0,1,0,1.08,0
2023-11-13,1125,6.3,0,0,0,0,1.08,0
2023-11-14,1592,7.7,0,0,0,0,1.08,0
2023-11-15,1960,11.2,0,0,0,0,1.08,0
2023-11-16,690,2.6,2.4,0,0,0,1.08,0
2023-11-17,1601,7.2,0,0,0,0,1.08,0
2023-11-18,666,4.9,6,0,1,0,1.08,0
2023-11-19,350,-0.1,0,0,1,0,1.08,0
2023-11-20,1331,6.6,0,0,0,0,1.08,0
2023-11-21,888,2.8,0,0,0,0,1.08,0
2023-11-22,1085,4,0,0,0,0,1.08,0
2023-11-23,714,2.5,0,0,0,0,1.08,0
2023-11-24,1309,7.6,0,0,0,0,1.08,0
2023-11-25,660,5.2,0,0,1,0,1.08,0
2023-11-26,350,5.8,21.8,0,1,0,1.08,0
2023-11-27,1429,9.1,2.1,0,0,0,1.08,0
2023-11-28,350,0.3,14.3,0,0,0,1.08,0
2023-11-29,510,2.1,5.1,0,0,0,1.08,0
2023-11-30,979,3.6,0,0,0,0,1.08,0
2023-12-1,799,5.6,8.5,0,0,0,1.08,0
2023-12-2,350,3.9,22.7,0,1,0,1.08,0
2023-12-3,1122,7.8,0,0,1,0,1.08,0
2023-12-4,770,2.4,0,0,0,0,1.08,0
2023-12-5,654,1.3,0,0,0,0,1.08,0
2023-12-6,498,2.8,2.2,0,0,0,1.08,0
2023-12-7,1082,5.7,0,0,0,0,1.08,0
2023-12-8,1494,7.5,0,0,0,0,1.08,0
2023-12-9,737,6,1.8,0,1,0,1.08,0
2023-12-10,350,0.2,0,0,1,0,1.08,0
2023-12-11,350,1.2,0,0,0,0,1.08,0
2023-12-12,350,2.9,4.1,0,0,0,1.08,0
2023-12-13,836,5.3,0,0,0,0,1.08,0
2023-12-14,350,0.4,0,0,0,0,1.08,0
2023-12-15,922,3.2,1,0,0,0,1.08,0
2023-12-16,1327,11.1,4.9,0,1,0,1.08,0
2023-12-17,391,2.3,0,0,1,0,1.08,0
2023-12-18,350,4.5,14.3,0,0,0,1.08,0
2023-12-19,1041,4.8,,0,0,0,1.08,0
2023-12-20,350,0.6,0,0,0,0,1.08,0
2023-12-21,350,0.9,0,0,0,0,1.08,0
2023-12-22,1542,8.1,0,0,0,0,1.08,0
2023-12-23,350,-0.8,0,0,1,0,1.08,0
2023-12-24,655,7.1,6.3,0,1,0,1.08,0
2023-12-25,892,3.5,0,0,0,0,1.08,0
2023-12-26,1307,4.6,0,0,0,0,1.08,0
2023-12-27,1254,6.1,0,0,0,0,1.08,0
2023-12-28,760,4.8,8.2,0,0,0,1.08,0
2023-12-29,845,3.1,0,0,0,0,1.08,0
2023-12-30,481,5.3,7.2,0,1,0,1.08,0
2023-12-31,387,4.1,0,0,1,0,1.08,0
2024-1-1,663,6.8,0,1,0,0,1.08,0
2024-1-2,1314,6.8,0,0,0,0,1.08,0
2024-1-3,1324,6.8,0,0,0,0,1.08,0
2024-1-4,975,4,0,0,0,0,1.08,0
2024-1-5,945,2.9,0,0,0,0,1.08,0
2024-1-6,350,-0.6,0,0,1,0,1.08,0
2024-1-7,1080,5.9,0,0,1,0,1.08,0
2024-1-8,1077,4.7,0,0,0,0,1.08,0
2024-1-9,1307,8,2.2,0,0,0,1.08,0
2024-1-10,1461,8.4,0,0,0,0,1.08,0
2024-1-11,1043,5.3,1.8,0,0,0,1.08,0
2024-1-12,935,3.6,0,0,0,0,1.08,0
2024-1-13,350,6.6,14.8,0,1,0,1.08,0
2024-1-14,654,5,2.1,0,1,0,1.08,0
2024-1-15,1601,8.6,0,0,0,0,1.08,0
2024-1-16,455,4.1,7.1,0,0,0,1.08,0
2024-1-17,1195,5.9,0,0,0,0,1.08,0
2024-1-18,951,4.1,0,0,0,0,1.08,0
2024-1-19,1307,6.2,0,0,0,0,1.08,0
2024-1-20,1110,6.6,0,0,1,0,1.08,0
2024-1-21,350,2.7,0,0,1,0,1.08,0
2024-1-22,1345,5.8,0,0,0,0,1.08,0
2024-1-23,1114,5,0,0,0,0,1.08,0
2024-1-24,1022,2.8,0,0,0,0,1.08,0
2024-1-25,1076,4.1,0,0,0,0,1.08,0
2024-1-26,1340,5.2,0,0,0,0,1.08,0
2024-1-27,425,1.2,0,0,1,0,1.08,0
2024-1-28,1653,10.7,0,0,1,0,1.08,0
2024-1-29,1357,5.6,0,0,0,0,1.08,0
2024-1-30,970,4.5,6,0,0,0,1.08,0
2024-1-31,1131,2.8,0,0,0,0,1.08,0
2024-2-1,1397,5.4,3.9,0,0,0,1.08,0
2024-2-2,1757,7.1,0,0,0,0,1.08,0
2024-2-3,1348,7.5,0,0,1,0,1.08,0
2024-2-4,1085,6.2,0,0,1,0,1.08,0
2024-2-5,1799,6.8,0,0,0,0,1.08,0
2024-2-6,1807,8.2,0,0,0,0,1.08,0
2024-2-7,2198,12.2,0,0,0,0,1.08,0
2024-2-8,1680,9.8,4,0,0,0,1.08,0
2024-2-9,1769,11.4,0,1,0,0,1.08,0
2024-2-10,1434,10.7,0,1,1,0,1.08,0
2024-2-11,977,7.5,0,1,1,0,1.08,0
2024-2-12,1624,10.5,0,1,0,0,1.08,0
2024-2-13,1030,10.2,15.2,1,0,0,1.08,0
2024-2-14,1155,10.2,15.3,1,0,0,1.08,0
2024-2-15,2081,11.4,0,1,0,0,1.08,0
2024-2-16,2024,11.3,6.8,0,0,0,1.08,0
2024-2-17,1339,4.3,0,0,1,0,1.08,0
2024-2-18,1728,8.8,0,0,1,0,1.08,0
2024-2-19,2216,12.7,0,0,0,0,1.08,0
2024-2-20,1695,7.4,0,0,0,0,1.08,0
2024-2-21,2067,10.7,0,0,0,0,1.08,0
2024-2-22,2069,7.3,0,0,0,0,1.08,0
2024-2-23,2619,15.6,0,0,0,0,1.08,0
2024-2-24,1657,10.1,0,0,1,0,1.08,0
2024-2-25,1880,12.2,0,0,1,0,1.08,0
2024-2-26,2331,13.5,1.3,0,0,0,1.08,0
2024-2-27,2340,12.6,0,0,0,0,1.08,0
2024-2-28,2518,15.9,0,0,0,0,1.08,0
2024-2-29,2498,16,0,0,0,0,1.08,0
2024-3-1,2023,13.8,9.2,0,0,0,1.08,0
2024-3-2,1588,7.4,0,0,1,0,1.08,0
2024-3-3,2053,12.5,0,0,1,0,1.08,0
2024-3-4,1901,7.6,0,0,0,0,1.08,0
2024-3-5,2513,11.5,0,0,0,0,1.08,0
2024-3-6,2832,18.8,0,0,0,0,1.08,0
2024-3-7,2836,15.6,0,0,0,0,1.08,0
2024-3-8,3175,19.4,0,0,0,0,1.08,0
2024-3-9,2804,16.8,0,0,1,0,1.08,0
2024-3-10,2383,15.6,0,0,1,0,1.08,0
2024-3-11,2269,14,6.5,0,0,0,1.08,0
2024-3-12,2513,12.7,0,0,0,0,1.08,0
2024-3-13,2692,15.2,0.1,0,0,0,1.08,0
2024-3-14,3016,15.6,0,0,0,0,1.08,0
2024-3-15,3099,18.9,0,0,0,0,1.08,0
2024-3-16,2576,15.1,0,0,1,0,1.08,0
2024-3-17,2504,14.4,0,0,1,0,1.08,0
2024-3-18,1562,16.8,0,0,0,0,1.08,1
2024-3-19,2948,17.6,0,0,0,0,1.08,0
2024-3-20,2899,16.3,0,0,0,0,1.08,0
2024-3-21,2820,13.6,0,0,0,0,1.08,0
2024-3-22,2701,12.5,0,0,0,0,1.08,0
2024-3-23,2646,16.2,0,0,1,0,1.08,0
2024-3-24,2601,19.1,0,0,1,0,1.08,0
2024-3-25,2561,13.8,0,0,0,0,1.08,0
2024-3-26,3015,17.9,0,0,0,0,1.08,0
2024-3-27,2948,17.6,0,0,0,0,1.08,0
2024-3-28,2280,20.4,14.9,0,0,0,1.08,0
2024-3-29,3162,20.1,0,0,0,0,1.08,0
2024-3-30,2266,17.5,4.4,0,1,0,1.08,0
2024-3-31,2355,17.9,0,0,1,0,1.08,0
2024-4-1,2934,21.9,0,0,0,0,1.08,0
2024-4-2,3159,21.6,0,0,0,0,1.08,0
2024-4-3,3163,19.5,0,0,0,0,1.08,0
2024-4-4,3012,17.3,0,0,0,0,1.08,0
2024-4-5,3058,17.3,0,0,0,0,1.08,0
2024-4-6,2815,24.8,0,0,1,0,1.08,0
2024-4-7,2599,23.9,0,0,1,0,1.08,0
2024-4-8,2764,20.8,0.9,0,0,0,1.08,0
2024-4-9,2883,20.6,0,0,0,0,1.08,0
2024-4-10,2988,20.7,0,0,0,0,1.08,0
2024-4-11,3230,22.6,0,0,0,0,1.08,0
2024-4-12,3067,22.4,4.2,0,0,0,1.08,0
2024-4-13,2427,20.1,7.8,0,1,0,1.08,0
2024-4-14,1677,28.8,14.6,0,1,0,1.08,0
2024-4-15,3086,23.1,0,0,0,0,1.08,0
2024-4-16,3027,21.2,0,0,0,0,1.08,0
2024-4-17,2289,25.8,10,0,0,0,1.08,0
2024-4-18,3157,18.9,0,0,0,0,1.08,0
2024-4-19,3113,19.7,0,0,0,0,1.08,0
2024-4-20,3186,23.8,0,0,1,1,1.08,0
2024-4-21,2431,25.3,1.3,0,1,0,1.08,0
2024-4-22,2926,23.7,0,0,0,0,1.08,0
2024-4-23,3021,21.6,0,0,0,0,1.08,0
2024-4-24,2976,26.3,0,0,0,0,1.08,0
2024-4-25,3069,21.3,0,0,0,0,1.08,0
2024-4-26,3114,24.4,0,0,0,0,1.08,0
2024-4-27,2880,21.8,0,0,1,0,1.08,0
2024-4-28,2746,22.9,0,0,1,0,1.08,0
2024-4-29,3146,24.6,0,0,0,0,1.08,0
2024-4-30,3245,22.5,0,0,0,0,1.08,0
2024-5-1,2868,22,0,1,0,0,1.08,0
2024-5-2,2853,20.9,0,1,0,0,1.08,0
2024-5-3,2746,24.9,2.1,1,0,0,1.08,0
2024-5-4,2507,22.2,0,1,1,0,1.08,0
2024-5-5,2284,28.3,0,1,1,0,1.08,0
2024-5-6,2688,25.7,4.7,0,0,0,1.08,0
2024-5-7,2559,27.6,5.2,0,0,0,1.08,0
2024-5-8,2857,25,0,0,0,0,1.08,0
2024-5-9,2464,23.8,11.4,0,0,0,1.08,0
2024-5-10,3159,23.6,0,0,0,0,1.08,0
2024-5-11,2612,27.3,0,0,1,0,1.08,0
2024-5-12,2585,24.9,0,0,1,0,1.08,0
2024-5-13,2887,23.4,0,0,0,0,1.08,0
2024-5-14,2943,25.2,0,0,0,0,1.08,0
2024-5-15,2960,25,0,0,0,0,1.08,0
2024-5-16,2572,28.3,0,0,0,0,1.08,0
2024-5-17,2310,32.1,3.9,0,0,0,1.08,0
2024-5-18,2363,31.8,0,0,1,0,1.08,0
2024-5-19,2261,31.1,0,0,1,0,1.08,0
2024-5-20,3084,27.2,0,0,0,0,1.08,0
2024-5-21,3236,22.6,0,0,0,0,1.08,0
2024-5-22,3227,25.3,0,0,0,0,1.08,0
2024-5-23,2963,26.3,2.3,0,0,0,1.08,0
2024-5-24,2998,26.8,0,0,0,0,1.08,0
2024-5-25,2501,29.7,0,0,1,0,1.08,0
2024-5-26,2546,24.2,0,0,1,0,1.08,0
2024-5-27,2700,25.8,0,0,0,0,1.08,0
2024-5-28,2535,28.4,0,0,0,0,1.08,0
2024-5-29,2676,26,0,0,0,0,1.08,0
2024-5-30,2839,29.3,0,0,0,0,1.08,0
2024-5-31,2863,26.1,0,0,0,0,1.08,0
2024-6-1,2479,27.3,0,0,1,0,1.08,0
2024-6-2,2324,24.9,0,0,1,0,1.08,0
2024-6-3,2793,25.3,0,0,0,0,1.08,0
2024-6-4,2776,29.5,0,0,0,0,1.08,0
2024-6-5,3049,24.4,0.8,0,0,0,1.08,0
2024-6-6,2763,28.3,0,0,0,0,1.08,0
2024-6-7,2846,28.1,0,0,0,0,1.08,0
2024-6-8,2663,26.1,0,0,1,0,1.08,0
2024-6-9,2523,31.3,0,0,1,0,1.08,0
2024-6-10,2813,31.5,0,0,0,0,1.08,0
2024-6-11,2891,25.5,0,0,0,0,1.08,0
2024-6-12,2944,29.2,0,0,0,0,1.08,0
2024-6-13,3066,27.5,0,0,0,0,1.08,0
2024-6-14,2838,29,2.3,0,0,0,1.08,0
2024-6-15,3205,28.5,0,0,1,1,1.08,0
2024-6-16,2634,28.1,0,0,1,0,1.08,0
2024-6-17,3008,25,1.8,0,0,0,1.08,0
2024-6-18,2634,30.2,4.8,0,0,0,1.08,0
2024-6-19,2736,32.9,0,0,0,0,1.08,0
2024-6-20,2417,24.7,14.2,0,0,0,1.08,0
2024-6-21,3093,28.6,0,0,0,0,1.08,0
2024-6-22,2650,30.6,0,0,1,0,1.08,0
2024-6-23,2563,27.1,0,0,1,0,1.08,0
2024-6-24,2253,33,0,0,0,0,1.08,0
2024-6-25,2641,31.4,2,0,0,0,1.08,0
2024-6-26,2725,28.9,6.7,0,0,0,1.08,0
2024-6-27,3000,27.4,0,0,0,0,1.08,0
2024-6-28,2772,30.9,0,0,0,0,1.08,0
2024-6-29,2469,28,5.5,0,1,0,1.08,0
2024-6-30,2499,25.1,0,0,1,0,1.08,0
2024-7-1,3033,24.5,0,0,0,0,1.18,0
2024-7-2,2948,29.2,0,0,0,0,1.18,0
2024-7-3,3108,24.7,0,0,0,0,1.18,0
2024-7-4,3222,24.9,0,0,0,0,1.18,0
2024-7-5,2542,31,7.3,0,0,0,1.18,0
2024-7-6,3009,26.6,0,0,1,0,1.18,0
2024-7-7,2635,28.5,0,0,1,0,1.18,0
2024-7-8,3091,21.7,0,0,0,0,1.18,0
2024-7-9,3099,28.3,0.6,0,0,0,1.18,0
2024-7-10,2805,32.7,0,0,0,0,1.18,0
2024-7-11,2897,23.5,7.4,0,0,0,1.18,0
2024-7-12,3256,24.3,0,0,0,0,1.18,0
2024-7-13,2709,28.6,0,0,1,0,1.18,0
2024-7-14,2803,26.4,0,0,1,0,1.18,0
2024-7-15,2942,30.2,0,0,0,0,1.18,0
2024-7-16,2914,28.6,0,0,0,0,1.18,0
2024-7-17,2509,32.8,0,0,0,0,1.18,0
2024-7-18,2890,27,0,0,0,0,1.18,0
2024-7-19,2629,24.3,9.4,0,0,0,1.18,0
2024-7-20,3071,22.8,0,0,1,0,1.18,0
2024-7-21,2915,25,0,0,1,0,1.18,0
2024-7-22,3153,20.6,0,0,0,0,1.18,0
2024-7-23,3196,24,0,0,0,0,1.18,0
2024-7-24,3106,29.2,0,0,0,0,1.18,0
2024-7-25,3282,23.2,0,0,0,0,1.18,0
2024-7-26,2952,26.3,0,0,0,0,1.18,0
2024-7-27,2700,27.1,0,0,1,0,1.18,0
2024-7-28,2285,29.9,0,0,1,0,1.18,0
2024-7-29,3003,26.1,0,0,0,0,1.18,0
2024-7-30,3031,24.5,3.1,0,0,0,1.18,0
2024-7-31,3032,28.9,0,0,0,0,1.18,0
2024-8-1,2961,28.8,0,0,0,0,1.18,0
2024-8-2,3051,24.9,0,0,0,0,1.18,0
2024-8-3,2769,26.1,0,0,1,0,1.18,0
2024-8-4,2723,19.2,0,0,1,0,1.18,0
2024-8-5,2765,28.3,1.4,0,0,0,1.18,0
2024-8-6,2970,20.8,4,0,0,0,1.18,0
2024-8-7,2888,30.6,0,0,0,0,1.18,0
2024-8-8,3084,25.4,2.7,0,0,0,1.18,0
2024-8-9,2841,24.2,0,0,0,0,1.18,0
2024-8-10,2194,30.8,0,0,1,0,1.18,0
2024-8-11,2377,26.2,0,0,1,0,1.18,0
2024-8-12,2955,25.9,0,0,0,0,1.18,0
2024-8-13,3026,19.2,0,0,0,0,1.18,0
2024-8-14,3141,,0,0,0,0,1.18,0
2024-8-15,3058,28.2,0,0,0,0,1.18,0
2024-8-16,3352,23.5,0,0,0,0,1.18,0
2024-8-17,2990,24.1,0,0,1,0,1.18,0
2024-8-18,2456,18.2,9.5,0,1,0,1.18,0
2024-8-19,3293,24,0,0,0,0,1.18,0
2024-8-20,3233,22.9,0,0,0,0,1.18,0
2024-8-21,3089,18.2,0,0,0,0,1.18,0
2024-8-22,2980,26,0,0,0,0,1.18,0
2024-8-23,3126,19.9,1.2,0,0,0,1.18,0
2024-8-24,2886,19.3,0,0,1,0,1.18,0
2024-8-25,2799,20.2,0,0,1,0,1.18,0
2024-8-26,3095,24.3,0,0,0,0,1.18,0
2024-8-27,3067,21.3,0,0,0,0,1.18,0
2024-8-28,3294,19.7,0,0,0,0,1.18,0
2024-8-29,3298,23.9,0,0,0,0,1.18,0
2024-8-30,3052,21.3,6.2,0,0,0,1.18,0
2024-8-31,2512,18.4,6.1,0,1,0,1.18,0
2024-9-1,2343,20.3,7.1,0,1,0,1.18,0
2024-9-2,2986,21.6,0,0,0,0,1.18,0
2024-9-3,2909,15.6,0,0,0,0,1.18,0
2024-9-4,2527,14.9,3.2,0,0,0,1.18,0
2024-9-5,3089,21.6,0,0,0,0,1.18,0
2024-9-6,3047,20.4,0,0,0,0,1.18,0
2024-9-7,2740,22.6,0,0,1,0,1.18,0
2024-9-8,2493,17.3,0,0,1,0,1.18,0
2024-9-9,2796,14.9,0,0,0,0,1.18,0
2024-9-10,2911,18,0,0,0,0,1.18,0
2024-9-11,2863,20.6,4.3,0,0,0,1.18,0
2024-9-12,3154,19.7,0,0,0,0,1.18,0
2024-9-13,3089,16.7,0,0,0,0,1.18,0
2024-9-14,2669,22.6,0,0,1,0,1.18,0
2024-9-15,2696,17.5,0,0,1,0,1.18,0
2024-9-16,3011,18.5,0,0,0,0,1.18,0
2024-9-17,2626,11.5,0,0,0,0,1.18,0
2024-9-18,2925,16.3,0,0,0,0,1.18,0
2024-9-19,2770,15.6,3.2,0,0,0,1.18,0
2024-9-20,3058,14.3,0,0,0,0,1.18,0
2024-9-21,2987,16.7,2.5,0,1,1,1.18,0
2024-9-22,2340,15.9,0,0,1,0,1.18,0
2024-9-23,2432,18.3,7.2,0,0,0,1.18,0
2024-9-24,2574,15,0,0,0,0,1.18,0
2024-9-25,2040,14,8.6,0,0,0,1.18,0
2024-9-26,2433,11.6,0,0,0,0,1.18,0
2024-9-27,2531,11.3,0,0,0,0,1.18,0
2024-9-28,1932,15.9,10.6,0,1,0,1.18,0
2024-9-29,2563,15.6,0,0,1,0,1.18,0
2024-9-30,1894,12.7,12.4,0,0,0,1.18,0
2024-10-1,2326,14.2,0,1,0,0,1.18,0
2024-10-2,2391,19,2.7,1,0,0,1.18,0
2024-10-3,1449,14.6,11.2,1,0,0,1.18,0
2024-10-4,1674,14.6,9.4,1,0,0,1.18,0
2024-10-5,1786,15.9,0,1,1,0,1.18,0
2024-10-6,1553,13.8,0,1,1,0,1.18,0
2024-10-7,1698,13.3,0,1,0,0,1.18,0
2024-10-8,1703,8.7,0,0,0,0,1.18,0
2024-10-9,647,16.9,37.4,0,0,0,1.18,0
2024-10-10,2459,14,0,0,0,0,1.18,0
2024-10-11,2199,11.7,0.7,0,0,0,1.18,0
2024-10-12,2107,12.7,0,0,1,0,1.18,0
2024-10-13,2258,16.6,0,0,1,0,1.18,0
2024-10-14,1946,11.7,0,0,0,0,1.18,0
2024-10-15,2169,11.7,0,0,0,0,1.18,0
2024-10-16,2083,9.8,0,0,0,0,1.18,0
2024-10-17,2599,14.4,0,0,0,0,1.18,0
2024-10-18,2139,9.1,0,0,0,0,1.18,0
2024-10-19,1732,12.4,1.1,0,1,0,1.18,0
2024-10-20,1478,10,2.1,0,1,0,1.18,0
2024-10-21,2150,9.9,1.8,0,0,0,1.18,0
2024-10-22,2136,10.6,0,0,0,0,1.18,0
2024-10-23,1671,5.7,0,0,0,0,1.18,0
2024-10-24,2388,12.3,0,0,0,0,1.18,0
2024-10-25,2638,13.6,0,0,0,0,1.18,0
2024-10-26,2241,11.1,0,0,1,0,1.18,0
2024-10-27,2044,11.9,0,0,1,0,1.18,0
